Año(aaaa)-Trimestre(t);Orden del país; País;Unidad multiplicadora;Moneda (USD);Valor
2019-3;17;Canadá;Millones;Dólar estadounidense;111,470517
2019-3;18;Chile;Millones;Dólar estadounidense;56,21312283
2019-3;19;China;Millones;Dólar estadounidense;3,590896399
2019-3;20;Corea del Sur;Millones;Dólar estadounidense;0,57813916
2019-3;21;Chipre;Millones;Dólar estadounidense;-1,714552758
2019-3;22;Costa Rica;Millones;Dólar estadounidense;10,17229523
2019-3;23;Cuba;Millones;Dólar estadounidense;0
2019-3;24;Curazao;Millones;Dólar estadounidense;-6,481966164
2019-3;25;Dinamarca;Millones;Dólar estadounidense;2,489914966
2019-3;26;Ecuador;Millones;Dólar estadounidense;8,633767483
2019-3;27;El Salvador;Millones;Dólar estadounidense;0,377794627
2019-3;28;Escocia;Millones;Dólar estadounidense;4,146255084
2019-3;29;España;Millones;Dólar estadounidense;880,7544679
2019-3;30;Estados Unidos;Millones;Dólar estadounidense;607,1847605
2019-3;31;Finlandia;Millones;Dólar estadounidense;0
2019-3;32;Francia;Millones;Dólar estadounidense;78,99041211
2019-3;33;Gibraltar;Millones;Dólar estadounidense;0
2019-3;34;Grecia;Millones;Dólar estadounidense;0
2019-3;35;Guatemala;Millones;Dólar estadounidense;1,963085329
2019-3;36;Honduras;Millones;Dólar estadounidense;0,412642107
2019-3;37;Hong Kong;Millones;Dólar estadounidense;4,536837816
2019-3;38;Hungría;Millones;Dólar estadounidense;0
2019-3;39;Islas Caimán;Millones;Dólar estadounidense;120,7579252
2019-3;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;91,15885031
2019-3;41;India;Millones;Dólar estadounidense;2,264049928
2019-3;42;Inglaterra;Millones;Dólar estadounidense;159,6826423
2019-3;44;Irán;Millones;Dólar estadounidense;0
2019-3;45;Irlanda?;Millones;Dólar estadounidense;9,449239011
2019-3;46;Isla de Man;Millones;Dólar estadounidense;0,208464719
2019-3;47;Israel;Millones;Dólar estadounidense;0,195947609
2019-3;48;Italia;Millones;Dólar estadounidense;9,511341296
2019-3;49;Japón;Millones;Dólar estadounidense;8,467481003
2019-3;50;Jordania;Millones;Dólar estadounidense;1,866697381
2019-3;51;Kuwait;Millones;Dólar estadounidense;8,14418593
2019-3;52;Líbano;Millones;Dólar estadounidense;0,163378563
2019-3;53;Liberia;Millones;Dólar estadounidense;0
2019-3;54;Liechtenstein;Millones;Dólar estadounidense;-0,102641418
2019-3;55;Lituania;Millones;Dólar estadounidense;0
2019-3;56;Luxemburgo;Millones;Dólar estadounidense;1,500989088
2019-3;57;Malasia;Millones;Dólar estadounidense;0,089391138
2019-3;58;México;Millones;Dólar estadounidense;193,8160894
2019-3;59;Nicaragua;Millones;Dólar estadounidense;1,026414177
2019-3;60;Noruega;Millones;Dólar estadounidense;1,090204344
2019-3;61;Nueva Zelanda;Millones;Dólar estadounidense;-0,146057105
2019-3;62;Países Bajos;Millones;Dólar estadounidense;93,68542505
2019-3;63;Panamá;Millones;Dólar estadounidense;234,7601154
2019-3;64;Paraguay;Millones;Dólar estadounidense;8,519237671
2019-3;65;Perú;Millones;Dólar estadounidense;25,67813042
2019-3;66;Portugal;Millones;Dólar estadounidense;3,896095252
2019-3;67;Puerto Rico;Millones;Dólar estadounidense;3,419238297
2019-3;69;República Dominicana;Millones;Dólar estadounidense;0,688203035
2019-3;70;Singapur;Millones;Dólar estadounidense;0,436366896
2019-3;71;Sri Lanka;Millones;Dólar estadounidense;0
2019-3;72;Suecia;Millones;Dólar estadounidense;17,51334497
2019-3;73;Suiza;Millones;Dólar estadounidense;154,9521087
2019-3;74;Sudáfrica;Millones;Dólar estadounidense;-6,158479931
2019-3;75;Tailandia;Millones;Dólar estadounidense;0
2019-3;76;Taiwán;Millones;Dólar estadounidense;0,533306331
2019-3;77;Ucrania;Millones;Dólar estadounidense;0
2019-3;78;Uruguay;Millones;Dólar estadounidense;65,83558921
2019-3;79;Venezuela;Millones;Dólar estadounidense;5,277368996
2019-3;81;Otros Países;Millones;Dólar estadounidense;5,20162932
2019-3;82;Total paises;Millones;Dólar estadounidense;3163,093147
2019-4;1;Afganistán;Millones;Dólar estadounidense;0
2019-4;2;Albania;Millones;Dólar estadounidense;0
2019-4;3;Alemania;Millones;Dólar estadounidense;43,04960226
2019-4;4;Anguilla;Millones;Dólar estadounidense;17,09331188
2019-4;5;Antillas Holandesas;Millones;Dólar estadounidense;0,043148805
2019-4;6;Argentina;Millones;Dólar estadounidense;1,434919464
2019-4;7;Aruba;Millones;Dólar estadounidense;0,138793938
2019-4;8;Australia;Millones;Dólar estadounidense;4,032420887
2019-4;9;Austria;Millones;Dólar estadounidense;7,846572508
2019-4;10;Bahamas;Millones;Dólar estadounidense;6,152469507
2019-4;11;Barbados;Millones;Dólar estadounidense;66,43045599
2019-4;12;Bélgica;Millones;Dólar estadounidense;-5,694425959
2019-4;13;Belice;Millones;Dólar estadounidense;-3,610661452
2019-4;14;Bermudas;Millones;Dólar estadounidense;-80,32561025
2019-4;15;Bolivia;Millones;Dólar estadounidense;9,078978805
2019-4;16;Brasil;Millones;Dólar estadounidense;1001,482259
2019-4;17;Canadá;Millones;Dólar estadounidense;160,0694798
2019-4;18;Chile;Millones;Dólar estadounidense;-24,17496012
2019-4;19;China;Millones;Dólar estadounidense;8,606937592
2019-4;20;Corea del Sur;Millones;Dólar estadounidense;0,682612512
2019-4;21;Chipre;Millones;Dólar estadounidense;9,604080208
2019-4;22;Costa Rica;Millones;Dólar estadounidense;8,678431324
2019-4;23;Cuba;Millones;Dólar estadounidense;-9,561826702
2019-4;24;Curazao;Millones;Dólar estadounidense;10,0377466
2019-4;25;Dinamarca;Millones;Dólar estadounidense;2,952440706
2019-4;26;Ecuador;Millones;Dólar estadounidense;6,160496141
2019-4;27;El Salvador;Millones;Dólar estadounidense;3,427274468
2019-4;28;Escocia;Millones;Dólar estadounidense;6,733673162
2019-4;29;España;Millones;Dólar estadounidense;568,5206007
2019-4;30;Estados Unidos;Millones;Dólar estadounidense;456,3433071
2019-4;31;Finlandia;Millones;Dólar estadounidense;-2,954236626
2019-4;32;Francia;Millones;Dólar estadounidense;1,565181907
2019-4;33;Gibraltar;Millones;Dólar estadounidense;2,975027325
2019-4;34;Grecia;Millones;Dólar estadounidense;2,455366987
2019-4;35;Guatemala;Millones;Dólar estadounidense;1,82689724
2019-4;36;Honduras;Millones;Dólar estadounidense;-9,587690889
2019-4;37;Hong Kong;Millones;Dólar estadounidense;0,870976352
2019-4;38;Hungría;Millones;Dólar estadounidense;0,501691679
2019-4;39;Islas Caimán;Millones;Dólar estadounidense;108,7867952
2019-4;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;66,30349906
2019-4;41;India;Millones;Dólar estadounidense;2,358389561
2019-4;42;Inglaterra;Millones;Dólar estadounidense;146,0272043
2019-4;44;Irán;Millones;Dólar estadounidense;0
2019-4;45;Irlanda?;Millones;Dólar estadounidense;-31,33400815
2019-4;46;Isla de Man;Millones;Dólar estadounidense;1,001013121
2019-4;47;Israel;Millones;Dólar estadounidense;0,352326323
2019-4;48;Italia;Millones;Dólar estadounidense;78,4076057
2019-4;49;Japón;Millones;Dólar estadounidense;6,604079138
2019-4;50;Jordania;Millones;Dólar estadounidense;5,095088433
2019-4;51;Kuwait;Millones;Dólar estadounidense;2,770495783
2019-4;52;Líbano;Millones;Dólar estadounidense;1,147591505
2019-4;53;Liberia;Millones;Dólar estadounidense;0
2019-4;54;Liechtenstein;Millones;Dólar estadounidense;-3,251379488
2019-4;55;Lituania;Millones;Dólar estadounidense;0,032975
2019-4;56;Luxemburgo;Millones;Dólar estadounidense;85,32503378
2019-4;57;Malasia;Millones;Dólar estadounidense;7,313900028
2019-4;58;México;Millones;Dólar estadounidense;53,47132228
2019-4;59;Nicaragua;Millones;Dólar estadounidense;6,213047479
2019-4;60;Noruega;Millones;Dólar estadounidense;0,676362003
2019-4;61;Nueva Zelanda;Millones;Dólar estadounidense;-1,98204016
2019-4;62;Países Bajos;Millones;Dólar estadounidense;112,2817706
2019-4;63;Panamá;Millones;Dólar estadounidense;200,2858375
2019-4;64;Paraguay;Millones;Dólar estadounidense;6,240074599
2019-4;65;Perú;Millones;Dólar estadounidense;31,30340512
2019-4;66;Portugal;Millones;Dólar estadounidense;0,164826832
2019-4;67;Puerto Rico;Millones;Dólar estadounidense;0,771236575
2019-4;69;República Dominicana;Millones;Dólar estadounidense;-9,843234599
2019-4;70;Singapur;Millones;Dólar estadounidense;0,73749655
2019-4;71;Sri Lanka;Millones;Dólar estadounidense;0
2019-4;72;Suecia;Millones;Dólar estadounidense;20,97887651
2019-4;73;Suiza;Millones;Dólar estadounidense;195,2353409
2019-4;74;Sudáfrica;Millones;Dólar estadounidense;-19,16256577
2019-4;75;Tailandia;Millones;Dólar estadounidense;0
2019-4;76;Taiwán;Millones;Dólar estadounidense;-0,22650151
2019-4;77;Ucrania;Millones;Dólar estadounidense;2,706686534
2019-4;78;Uruguay;Millones;Dólar estadounidense;19,25918077
2019-4;79;Venezuela;Millones;Dólar estadounidense;2,141860812
2019-4;81;Otros Países;Millones;Dólar estadounidense;2,168574845
2019-4;82;Total paises;Millones;Dólar estadounidense;3342,203299
2020-1;1;Afganistán;Millones;Dólar estadounidense;0
2020-1;2;Albania;Millones;Dólar estadounidense;0
2020-1;3;Alemania;Millones;Dólar estadounidense;12,83152198
2020-1;4;Anguilla;Millones;Dólar estadounidense;-36,37873755
2020-1;5;Antillas Holandesas;Millones;Dólar estadounidense;3,361896422
2020-1;6;Argentina;Millones;Dólar estadounidense;0,771266481
2020-1;7;Aruba;Millones;Dólar estadounidense;0,141226663
2020-1;8;Australia;Millones;Dólar estadounidense;1,067795976
2020-1;9;Austria;Millones;Dólar estadounidense;10,47562798
2020-1;10;Bahamas;Millones;Dólar estadounidense;1,34480103
2020-1;11;Barbados;Millones;Dólar estadounidense;31,28518751
2020-1;12;Bélgica;Millones;Dólar estadounidense;4,888089411
2020-1;13;Belice;Millones;Dólar estadounidense;0,942662648
2020-1;14;Bermudas;Millones;Dólar estadounidense;-89,90050743
2020-1;15;Bolivia;Millones;Dólar estadounidense;-2,72062647
2020-1;16;Brasil;Millones;Dólar estadounidense;34,60049253
2020-1;17;Canadá;Millones;Dólar estadounidense;299,4444196
2020-1;18;Chile;Millones;Dólar estadounidense;53,0362385
2020-1;19;China;Millones;Dólar estadounidense;18,95071484
2020-1;20;Corea del Sur;Millones;Dólar estadounidense;0,942774491
2020-1;21;Chipre;Millones;Dólar estadounidense;-3,249529269
2020-1;22;Costa Rica;Millones;Dólar estadounidense;15,71829925
2020-1;23;Cuba;Millones;Dólar estadounidense;-0,121885457
2020-1;24;Curazao;Millones;Dólar estadounidense;-0,46332109
2020-1;25;Dinamarca;Millones;Dólar estadounidense;0,462299199
2020-1;26;Ecuador;Millones;Dólar estadounidense;3,656553898
2020-1;27;El Salvador;Millones;Dólar estadounidense;4,216463186
2020-1;28;Escocia;Millones;Dólar estadounidense;4,989950775
2020-1;29;España;Millones;Dólar estadounidense;677,9631302
2020-1;30;Estados Unidos;Millones;Dólar estadounidense;614,6463663
2020-1;31;Finlandia;Millones;Dólar estadounidense;8,266237076
2020-1;32;Francia;Millones;Dólar estadounidense;30,21289064
2020-1;33;Gibraltar;Millones;Dólar estadounidense;1,819491235
2020-1;34;Grecia;Millones;Dólar estadounidense;0,937072274
2020-1;35;Guatemala;Millones;Dólar estadounidense;1,716369698
2020-1;36;Honduras;Millones;Dólar estadounidense;-0,646631315
2020-1;37;Hong Kong;Millones;Dólar estadounidense;2,806639142
2020-1;38;Hungría;Millones;Dólar estadounidense;-53,392226
2020-1;39;Islas Caimán;Millones;Dólar estadounidense;56,22641314
2020-1;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;403,9682289
2020-1;41;India;Millones;Dólar estadounidense;1,691282478
2020-1;42;Inglaterra;Millones;Dólar estadounidense;168,7393486
2020-1;44;Irán;Millones;Dólar estadounidense;0
2020-1;45;Irlanda?;Millones;Dólar estadounidense;0,967705756
2020-1;46;Isla de Man;Millones;Dólar estadounidense;1,323433771
2020-1;47;Israel;Millones;Dólar estadounidense;6,553464041
2020-1;48;Italia;Millones;Dólar estadounidense;25,06034392
2020-1;49;Japón;Millones;Dólar estadounidense;6,484288588
2020-1;50;Jordania;Millones;Dólar estadounidense;6,49475464
2020-1;51;Kuwait;Millones;Dólar estadounidense;3,010420721
2020-1;52;Líbano;Millones;Dólar estadounidense;4,640784512
2020-1;53;Liberia;Millones;Dólar estadounidense;0
2020-1;54;Liechtenstein;Millones;Dólar estadounidense;-0,041445624
2020-1;55;Lituania;Millones;Dólar estadounidense;0
2020-1;56;Luxemburgo;Millones;Dólar estadounidense;15,28308098
2020-1;57;Malasia;Millones;Dólar estadounidense;-3,703363138
2020-1;58;México;Millones;Dólar estadounidense;103,1215381
2020-1;59;Nicaragua;Millones;Dólar estadounidense;10,58432283
2020-1;60;Noruega;Millones;Dólar estadounidense;0,624590056
2020-1;61;Nueva Zelanda;Millones;Dólar estadounidense;-0,757875183
2020-1;62;Países Bajos;Millones;Dólar estadounidense;119,2329716
2020-1;63;Panamá;Millones;Dólar estadounidense;129,2480695
2020-1;64;Paraguay;Millones;Dólar estadounidense;1,103444886
2020-1;65;Perú;Millones;Dólar estadounidense;46,00784995
2020-1;66;Portugal;Millones;Dólar estadounidense;3,034639286
2020-1;67;Puerto Rico;Millones;Dólar estadounidense;0,674179301
2020-1;69;República Dominicana;Millones;Dólar estadounidense;0,715840667
2020-1;70;Singapur;Millones;Dólar estadounidense;0,943796393
2020-1;71;Sri Lanka;Millones;Dólar estadounidense;0
2020-1;72;Suecia;Millones;Dólar estadounidense;6,903206182
2020-1;73;Suiza;Millones;Dólar estadounidense;337,9198231
2020-1;74;Sudáfrica;Millones;Dólar estadounidense;9,542775968
2020-1;75;Tailandia;Millones;Dólar estadounidense;0
2020-1;76;Taiwán;Millones;Dólar estadounidense;-0,171027836
2020-1;77;Ucrania;Millones;Dólar estadounidense;8,034502375
2020-1;78;Uruguay;Millones;Dólar estadounidense;80,82859805
2020-1;79;Venezuela;Millones;Dólar estadounidense;1,523275359
2020-1;81;Otros Países;Millones;Dólar estadounidense;2,168574845
2020-1;82;Total paises;Millones;Dólar estadounidense;3174,59974
2020-2;1;Afganistán;Millones;Dólar estadounidense;0
2020-2;2;Albania;Millones;Dólar estadounidense;0
2020-2;3;Alemania;Millones;Dólar estadounidense;22,31723116
2020-2;4;Anguilla;Millones;Dólar estadounidense;-12,97256662
2020-2;5;Antillas Holandesas;Millones;Dólar estadounidense;7,672089867
2020-2;6;Argentina;Millones;Dólar estadounidense;0,051348365
2020-2;7;Aruba;Millones;Dólar estadounidense;0,15732052
2020-2;8;Australia;Millones;Dólar estadounidense;4,810333727
2020-2;9;Austria;Millones;Dólar estadounidense;12,0455399
2020-2;10;Bahamas;Millones;Dólar estadounidense;1,344215209
2020-2;11;Barbados;Millones;Dólar estadounidense;19,49308534
2020-2;12;Bélgica;Millones;Dólar estadounidense;6,269916234
2020-2;13;Belice;Millones;Dólar estadounidense;1,232879957
2020-2;14;Bermudas;Millones;Dólar estadounidense;-103,708339
2020-2;15;Bolivia;Millones;Dólar estadounidense;3,842790245
2020-2;16;Brasil;Millones;Dólar estadounidense;31,96203227
2020-2;17;Canadá;Millones;Dólar estadounidense;43,04356957
2020-2;18;Chile;Millones;Dólar estadounidense;68,76225053
2020-2;19;China;Millones;Dólar estadounidense;24,26202204
2020-2;20;Corea del Sur;Millones;Dólar estadounidense;0,882140081
2020-2;21;Chipre;Millones;Dólar estadounidense;1,112545983
2020-2;22;Costa Rica;Millones;Dólar estadounidense;4,953696617
2020-2;23;Cuba;Millones;Dólar estadounidense;-5,184358884
2020-2;24;Curazao;Millones;Dólar estadounidense;0,440337576
2020-2;25;Dinamarca;Millones;Dólar estadounidense;0,55743138
2020-2;26;Ecuador;Millones;Dólar estadounidense;9,225478844
2020-2;27;El Salvador;Millones;Dólar estadounidense;-0,887104853
2020-2;28;Escocia;Millones;Dólar estadounidense;1,31280436
2020-2;29;España;Millones;Dólar estadounidense;423,3543422
2020-2;30;Estados Unidos;Millones;Dólar estadounidense;203,306485
2020-2;31;Finlandia;Millones;Dólar estadounidense;3,516017463
2020-2;32;Francia;Millones;Dólar estadounidense;34,77123146
2020-2;33;Gibraltar;Millones;Dólar estadounidense;1,775086562
2020-2;34;Grecia;Millones;Dólar estadounidense;-2,18954014
2020-2;35;Guatemala;Millones;Dólar estadounidense;-0,314735443
2020-2;36;Honduras;Millones;Dólar estadounidense;0,246815707
2020-2;37;Hong Kong;Millones;Dólar estadounidense;6,693032368
2020-2;38;Hungría;Millones;Dólar estadounidense;-1,999082783
2020-2;39;Islas Caimán;Millones;Dólar estadounidense;50,93693923
2020-2;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;75,81707438
2020-2;41;India;Millones;Dólar estadounidense;3,720758456
2020-2;42;Inglaterra;Millones;Dólar estadounidense;39,51058499
2020-2;44;Irán;Millones;Dólar estadounidense;0
2020-2;45;Irlanda?;Millones;Dólar estadounidense;16,49083564
2020-2;46;Isla de Man;Millones;Dólar estadounidense;5,493072181
2020-2;47;Israel;Millones;Dólar estadounidense;-0,572975461
2020-2;48;Italia;Millones;Dólar estadounidense;11,2230631
2020-2;49;Japón;Millones;Dólar estadounidense;5,280042724
2020-2;50;Jordania;Millones;Dólar estadounidense;2,762523083
2020-2;51;Kuwait;Millones;Dólar estadounidense;3,101659519
2020-2;52;Líbano;Millones;Dólar estadounidense;6,222164866
2020-2;53;Liberia;Millones;Dólar estadounidense;0
2020-2;54;Liechtenstein;Millones;Dólar estadounidense;-0,017628763
2020-2;55;Lituania;Millones;Dólar estadounidense;0
2020-2;56;Luxemburgo;Millones;Dólar estadounidense;58,43598686
2020-2;57;Malasia;Millones;Dólar estadounidense;-9,385943907
2020-2;58;México;Millones;Dólar estadounidense;29,47057204
2020-2;59;Nicaragua;Millones;Dólar estadounidense;0,001155129
2020-2;60;Noruega;Millones;Dólar estadounidense;2,673137942
2020-2;61;Nueva Zelanda;Millones;Dólar estadounidense;0,053921498
2020-2;62;Países Bajos;Millones;Dólar estadounidense;-8,712567143
2020-2;63;Panamá;Millones;Dólar estadounidense;91,62815831
2020-2;64;Paraguay;Millones;Dólar estadounidense;4,693467481
2020-2;65;Perú;Millones;Dólar estadounidense;16,22059939
2020-2;66;Portugal;Millones;Dólar estadounidense;18,31725789
2020-2;67;Puerto Rico;Millones;Dólar estadounidense;0,481230473
2020-2;69;República Dominicana;Millones;Dólar estadounidense;7,771288221
2020-2;70;Singapur;Millones;Dólar estadounidense;0,132775752
2020-2;71;Sri Lanka;Millones;Dólar estadounidense;0
2020-2;72;Suecia;Millones;Dólar estadounidense;14,92997025
2020-2;73;Suiza;Millones;Dólar estadounidense;134,2963386
2020-2;74;Sudáfrica;Millones;Dólar estadounidense;-25,08814208
2020-2;75;Tailandia;Millones;Dólar estadounidense;0
2020-2;76;Taiwán;Millones;Dólar estadounidense;5,038969498
2020-2;77;Ucrania;Millones;Dólar estadounidense;1,467547448
2020-2;78;Uruguay;Millones;Dólar estadounidense;33,56585771
2020-2;79;Venezuela;Millones;Dólar estadounidense;0,265864666
2020-2;81;Otros Países;Millones;Dólar estadounidense;3,168574845
2020-2;82;Total paises;Millones;Dólar estadounidense;1371,38103
2020-3;1;Afganistán;Millones;Dólar estadounidense;0
2020-3;2;Albania;Millones;Dólar estadounidense;0
2020-3;3;Alemania;Millones;Dólar estadounidense;16,90402319
2020-3;4;Anguilla;Millones;Dólar estadounidense;-55,21077908
2020-3;5;Antillas Holandesas;Millones;Dólar estadounidense;3,053651417
2020-3;6;Argentina;Millones;Dólar estadounidense;0,754892189
2020-3;7;Aruba;Millones;Dólar estadounidense;0,135880348
2020-3;8;Australia;Millones;Dólar estadounidense;27,7300273
2020-3;9;Austria;Millones;Dólar estadounidense;6,626213
2020-3;10;Bahamas;Millones;Dólar estadounidense;2,483086502
2020-3;11;Barbados;Millones;Dólar estadounidense;4,783204093
2020-3;12;Bélgica;Millones;Dólar estadounidense;-0,544664053
2020-3;13;Belice;Millones;Dólar estadounidense;1,896149125
2020-3;14;Bermudas;Millones;Dólar estadounidense;-76,16169851
2020-3;15;Bolivia;Millones;Dólar estadounidense;0,288518097
2020-3;16;Brasil;Millones;Dólar estadounidense;10,0707591
2020-3;17;Canadá;Millones;Dólar estadounidense;208,0776431
2020-3;18;Chile;Millones;Dólar estadounidense;-8,88186359
2020-3;19;China;Millones;Dólar estadounidense;11,92611006
2020-3;20;Corea del Sur;Millones;Dólar estadounidense;1,82452389
2020-3;21;Chipre;Millones;Dólar estadounidense;-0,971205156
2020-3;22;Costa Rica;Millones;Dólar estadounidense;8,303561151
2020-3;23;Cuba;Millones;Dólar estadounidense;-8,153260374
2020-3;24;Curazao;Millones;Dólar estadounidense;0,687487516
2020-3;25;Dinamarca;Millones;Dólar estadounidense;-2,326270034
2020-3;26;Ecuador;Millones;Dólar estadounidense;9,349061721
2020-3;27;El Salvador;Millones;Dólar estadounidense;25,42649558
2020-3;28;Escocia;Millones;Dólar estadounidense;6,454527868
2020-3;29;España;Millones;Dólar estadounidense;295,0692263
2020-3;30;Estados Unidos;Millones;Dólar estadounidense;272,351618
2020-3;31;Finlandia;Millones;Dólar estadounidense;-0,872160232
2020-3;32;Francia;Millones;Dólar estadounidense;7,770014002
2020-3;33;Gibraltar;Millones;Dólar estadounidense;1,699939151
2020-3;34;Grecia;Millones;Dólar estadounidense;-3,443413402
2020-3;35;Guatemala;Millones;Dólar estadounidense;23,32330232
2020-3;36;Honduras;Millones;Dólar estadounidense;-0,555366957
2020-3;37;Hong Kong;Millones;Dólar estadounidense;1,431079597
2020-3;38;Hungría;Millones;Dólar estadounidense;0,701442475
2020-3;39;Islas Caimán;Millones;Dólar estadounidense;-144,5693776
2020-3;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;48,31273208
2020-3;41;India;Millones;Dólar estadounidense;-0,664745055
2020-3;42;Inglaterra;Millones;Dólar estadounidense;60,18194072
2020-3;44;Irán;Millones;Dólar estadounidense;0
2020-3;45;Irlanda?;Millones;Dólar estadounidense;-9,820723405
2020-3;46;Isla de Man;Millones;Dólar estadounidense;-5,467471131
2020-3;47;Israel;Millones;Dólar estadounidense;3,234987798
2020-3;48;Italia;Millones;Dólar estadounidense;40,90616422
2020-3;49;Japón;Millones;Dólar estadounidense;18,15182455
2020-3;50;Jordania;Millones;Dólar estadounidense;4,34452369
2020-3;51;Kuwait;Millones;Dólar estadounidense;3,348778717
2020-3;52;Líbano;Millones;Dólar estadounidense;9,785381641
2020-3;53;Liberia;Millones;Dólar estadounidense;0
2020-3;54;Liechtenstein;Millones;Dólar estadounidense;-0,027724141
2020-3;55;Lituania;Millones;Dólar estadounidense;0
2020-3;56;Luxemburgo;Millones;Dólar estadounidense;-13,72474369
2020-3;57;Malasia;Millones;Dólar estadounidense;8,07683782
2020-3;58;México;Millones;Dólar estadounidense;-203,1393904
2020-3;59;Nicaragua;Millones;Dólar estadounidense;1,816631508
2020-3;60;Noruega;Millones;Dólar estadounidense;-0,184752217
2020-3;61;Nueva Zelanda;Millones;Dólar estadounidense;-6,331353034
2020-3;62;Países Bajos;Millones;Dólar estadounidense;63,62680318
2020-3;63;Panamá;Millones;Dólar estadounidense;127,2394939
2020-3;64;Paraguay;Millones;Dólar estadounidense;3,002978125
2020-3;65;Perú;Millones;Dólar estadounidense;-23,17108895
2020-3;66;Portugal;Millones;Dólar estadounidense;17,63349276
2020-3;67;Puerto Rico;Millones;Dólar estadounidense;-0,163691578
2020-3;69;República Dominicana;Millones;Dólar estadounidense;0,176911655
2020-3;70;Singapur;Millones;Dólar estadounidense;2,000706291
2020-3;71;Sri Lanka;Millones;Dólar estadounidense;0
2020-3;72;Suecia;Millones;Dólar estadounidense;14,06191906
2020-3;73;Suiza;Millones;Dólar estadounidense;54,69130781
2020-3;74;Sudáfrica;Millones;Dólar estadounidense;-7,838617972
2020-3;75;Tailandia;Millones;Dólar estadounidense;0
2020-3;76;Taiwán;Millones;Dólar estadounidense;6,182914976
2020-3;77;Ucrania;Millones;Dólar estadounidense;2,307960681
2020-3;78;Uruguay;Millones;Dólar estadounidense;-9,539657145
2020-3;79;Venezuela;Millones;Dólar estadounidense;0,510548158
2020-3;81;Otros Países;Millones;Dólar estadounidense;4,168574845
2020-3;82;Total paises;Millones;Dólar estadounidense;843,9886129
2020-4;1;Afganistán;Millones;Dólar estadounidense;0
2020-4;2;Albania;Millones;Dólar estadounidense;0
2020-4;3;Alemania;Millones;Dólar estadounidense;-1,172615615
2020-4;4;Anguilla;Millones;Dólar estadounidense;115,8141515
2020-4;5;Antillas Holandesas;Millones;Dólar estadounidense;1,780089234
2020-4;6;Argentina;Millones;Dólar estadounidense;1,956174907
2020-4;7;Aruba;Millones;Dólar estadounidense;8,92425227
2020-4;8;Australia;Millones;Dólar estadounidense;-2,581467894
2020-4;9;Austria;Millones;Dólar estadounidense;2,416055112
2020-4;10;Bahamas;Millones;Dólar estadounidense;-15,23417477
2020-4;11;Barbados;Millones;Dólar estadounidense;-1,660073267
2020-4;12;Bélgica;Millones;Dólar estadounidense;-0,150437465
2020-4;13;Belice;Millones;Dólar estadounidense;0,553954968
2020-4;14;Bermudas;Millones;Dólar estadounidense;-38,62761404
2020-4;15;Bolivia;Millones;Dólar estadounidense;0,214391066
2020-4;16;Brasil;Millones;Dólar estadounidense;-13,52255085
2020-4;17;Canadá;Millones;Dólar estadounidense;5,68126001
2020-4;18;Chile;Millones;Dólar estadounidense;185,5562285
2020-4;19;China;Millones;Dólar estadounidense;9,036550334
2020-4;20;Corea del Sur;Millones;Dólar estadounidense;1,020703372
2020-4;21;Chipre;Millones;Dólar estadounidense;2,527308233
2020-4;22;Costa Rica;Millones;Dólar estadounidense;-30,33174377
2020-4;23;Cuba;Millones;Dólar estadounidense;0,037904192
2020-4;24;Curazao;Millones;Dólar estadounidense;-0,176236043
2020-4;25;Dinamarca;Millones;Dólar estadounidense;8,105212142
2020-4;26;Ecuador;Millones;Dólar estadounidense;7,85095503
2020-4;27;El Salvador;Millones;Dólar estadounidense;-29,05497669
2020-4;28;Escocia;Millones;Dólar estadounidense;2,804826595
2020-4;29;España;Millones;Dólar estadounidense;312,5346927
2020-4;30;Estados Unidos;Millones;Dólar estadounidense;752,8323051
2020-4;31;Finlandia;Millones;Dólar estadounidense;-8,514587922
2020-4;32;Francia;Millones;Dólar estadounidense;-8,480218743
2020-4;33;Gibraltar;Millones;Dólar estadounidense;8,525885224
2020-4;34;Grecia;Millones;Dólar estadounidense;2,593975296
2020-4;35;Guatemala;Millones;Dólar estadounidense;16,15694763
2020-4;36;Honduras;Millones;Dólar estadounidense;2,979730037
2020-4;37;Hong Kong;Millones;Dólar estadounidense;-0,51185677
2020-4;38;Hungría;Millones;Dólar estadounidense;-4,300670601
2020-4;39;Islas Caimán;Millones;Dólar estadounidense;28,91002786
2020-4;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;198,1441756
2020-4;41;India;Millones;Dólar estadounidense;-0,565083742
2020-4;42;Inglaterra;Millones;Dólar estadounidense;0,778303004
2020-4;44;Irán;Millones;Dólar estadounidense;0
2020-4;45;Irlanda?;Millones;Dólar estadounidense;-5,923494034
2020-4;46;Isla de Man;Millones;Dólar estadounidense;-1,645577072
2020-4;47;Israel;Millones;Dólar estadounidense;-2,616298924
2020-4;48;Italia;Millones;Dólar estadounidense;28,17886347
2020-4;49;Japón;Millones;Dólar estadounidense;0,330211258
2020-4;50;Jordania;Millones;Dólar estadounidense;-2,019752247
